transaction_id,date,product_name,quantity,amount,discount,cashier
373,2/7/2025,"Cheese - Boursin, Garlic / Herbs",19,$352.63,$4.08,bet
374,2/19/2025,"Pork - Chop, Frenched",83,$207.47,$30.57,Sona
375,2/10/2025,V8 Splash Strawberry Banana,66,$163.16,$42.57,Sona
376,2/22/2025,Cherries - Frozen,65,$466.88,$42.28,bet
377,2/25/2025,Wine - Jafflin Bourgongone,125,$126.67,$32.51,bet
378,2/9/2025,Cheese - Cheddar With Claret,120,$114.79,$21.15,bet
379,2/4/2025,Crackers - Trio,139,$468.89,$11.78,bet
380,2/21/2025,Chives - Fresh,125,$174.97,$46.27,Sona
381,2/14/2025,Pasta - Canelloni,143,$101.39,$21.28,arnold
382,2/12/2025,Wine - Sicilia Igt Nero Avola,90,$509.43,$44.85,arnold
383,2/5/2025,Table Cloth 62x114 White,26,$79.65,$23.11,arnold
384,2/12/2025,Salami - Genova,49,$332.13,$11.54,bet
385,2/12/2025,"Soup - Campbells, Spinach Crm",168,$416.72,$16.84,arnold
386,2/13/2025,Bananas,10,$382.96,$43.91,Sona
387,2/11/2025,Beef - Kobe Striploin,180,$164.60,$15.71,bet
388,2/11/2025,Goulash Seasoning,22,$192.73,$21.13,Sona
389,2/23/2025,Truffle Shells - White Chocolate,104,$226.35,$16.47,bet
390,2/9/2025,Cake - Cake Sheet Macaroon,76,$450.05,$8.98,Sona
391,2/10/2025,Capers - Pickled,72,$262.60,$32.63,Sona
392,2/10/2025,Eel Fresh,63,$463.31,$34.39,arnold
393,2/20/2025,Wine - Duboeuf Beaujolais,196,$537.00,$32.77,arnold
394,2/27/2025,Mushroom - Morel Frozen,24,$398.36,$7.87,bet
395,2/19/2025,Lettuce - Romaine,155,$561.13,$40.98,arnold
396,2/27/2025,True - Vue Containers,131,$221.82,$9.05,Sona
397,2/14/2025,Filling - Mince Meat,101,$137.96,$34.92,bet
398,2/9/2025,Pork - Sausage Casing,163,$346.52,$34.84,arnold
399,2/24/2025,Water - Tonic,151,$362.66,$10.18,bet
400,2/10/2025,Okra,110,$166.08,$35.51,Sona
401,2/11/2025,Chicken - Whole Roasting,16,$572.96,$32.91,Sona
402,2/21/2025,Mayonnaise,186,$172.31,$44.72,Sona
403,2/10/2025,Orange - Blood,57,$96.95,$0.68,bet
404,2/15/2025,True - Vue Containers,128,$306.70,$11.91,bet
405,2/17/2025,Hand Towel,134,$322.97,$18.33,bet
406,2/9/2025,Lamb - Rack,148,$335.91,$35.92,arnold
407,2/18/2025,Radish,80,$404.99,$31.31,bet
408,2/24/2025,Sauce - Salsa,136,$107.95,$33.20,arnold
409,2/6/2025,"Pepper - White, Whole",68,$463.25,$11.59,bet
410,2/24/2025,Flour Pastry Super Fine,186,$217.41,$10.08,Sona
411,2/23/2025,Cheese - Grie Des Champ,136,$388.89,$19.44,arnold
412,2/18/2025,Wine - Lamancha Do Crianza,146,$544.02,$15.48,bet
413,2/5/2025,Hot Chocolate - Individual,88,$296.04,$30.78,Sona
414,2/5/2025,Wine - Cava Aria Estate Brut,174,$379.62,$14.91,Sona
415,2/27/2025,Bread - Crusty Italian Poly,194,$524.24,$24.99,bet
416,2/15/2025,"Asparagus - Green, Fresh",36,$97.89,$20.48,arnold
417,2/11/2025,Silicone Parch. 16.3x24.3,109,$397.70,$13.58,bet
418,2/5/2025,Wine - Gewurztraminer Pierre,174,$425.81,$9.53,Sona
419,2/8/2025,Pie Shell - 9,14,$328.64,$18.67,bet
420,2/27/2025,"Wine - Red, Lurton Merlot De",4,$487.81,$36.15,Sona
421,2/19/2025,"Mushroom - Morels, Dry",177,$477.77,$43.07,Sona
422,2/5/2025,Nantucket Apple Juice,147,$138.87,$29.60,arnold
423,2/16/2025,Potatoes - Mini Red,57,$335.32,$11.66,arnold
424,2/24/2025,"Coke - Diet, 355 Ml",92,$268.48,$0.81,arnold
425,2/10/2025,Rabbit - Saddles,19,$376.53,$24.67,arnold
426,2/19/2025,Wine - Vidal Icewine Magnotta,93,$439.49,$16.37,Sona
427,2/23/2025,Asparagus - Frozen,11,$505.69,$0.81,bet
428,2/22/2025,Spice - Paprika,78,$321.51,$39.11,arnold
429,2/16/2025,Wine - Chablis 2003 Champs,193,$552.37,$27.55,arnold
430,2/8/2025,"Wine - Red, Pelee Island Merlot",103,$443.01,$6.48,Sona
431,2/15/2025,"Sugar - Brown, Individual",75,$236.92,$18.49,Sona
432,2/25/2025,Sugar - White Packet,155,$400.99,$12.03,arnold
433,2/24/2025,Pie Pecan,59,$181.25,$15.26,bet
434,2/7/2025,Blueberries - Frozen,87,$139.34,$32.68,bet
435,2/22/2025,"Cheese - Cheddar, Old White",162,$443.46,$24.79,Sona
436,2/25/2025,Ice Cream - Vanilla,92,$417.99,$12.98,arnold
437,2/8/2025,Veal - Slab Bacon,128,$261.23,$34.68,bet
438,2/5/2025,Mint - Fresh,75,$158.95,$27.22,Sona
439,2/19/2025,Tomatoes - Cherry,166,$596.41,$23.14,arnold
440,2/13/2025,Langers - Ruby Red Grapfruit,109,$166.83,$40.96,bet
441,2/15/2025,Pastry - Choclate Baked,62,$348.77,$7.20,arnold
442,2/4/2025,Petit Baguette,163,$342.49,$35.88,arnold
443,2/7/2025,Lamb Shoulder Boneless Nz,46,$313.37,$16.35,bet
444,2/23/2025,Pepper - Roasted Red,40,$483.56,$23.57,Sona
445,2/16/2025,Wine - Cave Springs Dry Riesling,3,$51.04,$22.96,arnold
446,2/7/2025,Milkettes - 2%,51,$479.99,$9.35,bet
447,2/23/2025,Brandy Cherry - Mcguinness,40,$525.74,$36.82,arnold
448,2/21/2025,Food Colouring - Orange,97,$427.79,$43.77,Sona
449,2/15/2025,Veal - Bones,40,$487.23,$5.99,arnold
450,2/23/2025,Bay Leaf Fresh,46,$410.05,$42.09,Sona
451,2/22/2025,Sausage - Breakfast,91,$329.82,$37.18,arnold
452,2/7/2025,"Mustard - Dry, Powder",172,$523.18,$19.44,arnold
453,2/23/2025,Wine - Chianti Classica Docg,1,$561.12,$29.08,arnold
454,2/7/2025,Tuna - Salad Premix,134,$417.09,$20.47,Sona
455,2/8/2025,"Artichokes - Knobless, White",11,$51.77,$0.88,Sona
456,2/14/2025,"Radish - Black, Winter, Organic",92,$596.64,$8.83,arnold
457,2/18/2025,Savory,14,$531.72,$43.88,bet
458,2/8/2025,Cut Wakame - Hanawakaba,93,$328.41,$7.32,Sona
459,2/9/2025,Wine - Wyndham Estate Bin 777,28,$374.71,$2.31,arnold
460,2/16/2025,Cranberries - Frozen,122,$469.71,$13.86,arnold
461,2/26/2025,Truffle Cups - Brown,85,$333.73,$13.13,Sona
462,2/16/2025,Buttons,193,$346.92,$23.39,bet
463,2/16/2025,Broom Handle,135,$169.41,$28.98,arnold
464,2/5/2025,Steel Wool S.o.s,79,$243.16,$46.06,arnold
465,2/16/2025,Steam Pan Full Lid,145,$141.50,$22.77,Sona
466,2/5/2025,Beer - Sleemans Cream Ale,60,$293.75,$6.68,Sona
467,2/11/2025,Juice - Orangina,172,$496.37,$19.00,bet
468,2/25/2025,Wine - Red Oakridge Merlot,75,$504.54,$14.88,arnold
469,2/12/2025,"Olives - Black, Pitted",138,$120.10,$28.56,Sona
470,2/24/2025,Swiss Chard,95,$419.78,$29.16,bet
471,2/9/2025,"Crush - Grape, 355 Ml",120,$128.16,$13.08,bet
472,2/7/2025,Wine - German Riesling,138,$249.88,$36.68,arnold
473,2/9/2025,Bread Roll Foccacia,3,$436.51,$40.21,Sona
474,2/16/2025,Compound - Pear,18,$467.36,$21.90,bet
475,2/11/2025,Honey - Liquid,13,$427.75,$29.29,Sona
476,2/13/2025,Veal Inside - Provimi,18,$82.28,$42.28,Sona
477,2/17/2025,Lidsoupcont Rp12dn,171,$378.63,$20.09,bet
478,2/20/2025,"Yogurt - Peach, 175 Gr",129,$510.29,$9.46,Sona
479,2/11/2025,Rabbit - Saddles,200,$531.92,$30.27,bet
480,2/19/2025,Instant Coffee,21,$363.87,$32.17,Sona
481,2/9/2025,Kiwi,190,$549.57,$36.34,bet
482,2/9/2025,Cheese - Blue,38,$433.37,$17.73,bet
483,2/11/2025,Bar - Granola Trail Mix Fruit Nut,2,$541.15,$22.75,Sona
484,2/23/2025,Tea - Grapefruit Green Tea,105,$253.69,$0.02,arnold
485,2/19/2025,Horseradish - Prepared,160,$361.68,$0.38,arnold
486,2/4/2025,Fish - Bones,170,$579.63,$25.81,arnold
487,2/22/2025,"Wine - Red, Cabernet Sauvignon",48,$89.97,$16.05,arnold
488,2/16/2025,"Pesto - Primerba, Paste",200,$552.24,$36.68,arnold
489,2/10/2025,V8 - Tropical Blend,68,$80.01,$0.10,Sona
490,2/22/2025,Tea - English Breakfast,86,$586.81,$47.24,Sona
491,2/10/2025,Table Cloth 81x81 Colour,117,$457.42,$6.16,Sona
492,2/11/2025,Ecolab - Medallion,192,$93.47,$48.20,bet
493,2/27/2025,Chocolate - Feathers,91,$466.55,$12.66,bet
494,2/25/2025,Sambuca Cream,80,$200.83,$45.08,bet
495,2/18/2025,"Lobster - Baby, Boiled",169,$284.63,$48.48,arnold
496,2/20/2025,Soupfoamcont12oz 112con,4,$138.78,$22.17,bet
497,2/6/2025,Mousse - Passion Fruit,35,$276.24,$45.74,bet
498,2/21/2025,Oil - Shortening - All - Purpose,28,$328.54,$27.03,arnold
499,2/7/2025,Sprouts Dikon,169,$194.99,$18.56,bet
500,2/20/2025,Wine - Magnotta - Cab Sauv,4,$476.50,$39.20,bet
501,2/24/2025,"Pasta - Canelloni, Single Serve",114,$120.15,$17.60,Sona
502,2/24/2025,Pear - Prickly,89,$137.84,$18.85,arnold
503,2/10/2025,"Sugar - Sweet N Low, Individual",153,$105.71,$38.82,Sona
504,2/5/2025,Muffin Mix - Chocolate Chip,157,$324.83,$42.91,Sona
505,2/23/2025,Veal - Sweetbread,142,$309.62,$12.73,Sona
506,2/23/2025,Salmon - Canned,47,$82.90,$41.40,Sona
507,2/21/2025,Bonito Flakes - Toku Katsuo,200,$335.71,$16.40,bet
508,2/11/2025,Chocolate Bar - Coffee Crisp,113,$537.21,$28.01,Sona
509,2/5/2025,Seedlings - Clamshell,80,$115.36,$33.63,Sona
510,2/20/2025,"Sugar - Brown, Individual",62,$367.09,$22.25,Sona
511,2/7/2025,Milk - 1%,50,$312.87,$1.90,Sona
512,2/15/2025,Kumquat,43,$260.53,$19.70,arnold
513,2/6/2025,Wine - Cabernet Sauvignon,81,$237.19,$41.30,bet
514,2/12/2025,Cattail Hearts,68,$232.65,$14.53,Sona
515,2/9/2025,"Wine - Mas Chicet Rose, Vintage",16,$178.84,$18.99,arnold
516,2/15/2025,Chicken - Base,39,$548.03,$22.66,bet
517,2/4/2025,Veal - Osso Bucco,18,$159.66,$3.09,arnold
518,2/5/2025,Pork - Smoked Back Bacon,91,$153.06,$43.43,Sona
519,2/18/2025,Melon - Cantaloupe,12,$374.89,$37.53,Sona
520,2/27/2025,Table Cloth 62x114 White,69,$370.29,$14.80,Sona
521,2/15/2025,"Pesto - Primerba, Paste",24,$412.93,$24.12,Sona
522,2/4/2025,Wine - Zinfandel California 2002,167,$142.13,$3.42,Sona
523,2/19/2025,"Wine - White, Riesling, Henry Of",82,$168.15,$8.65,bet
524,2/15/2025,Cake - Pancake,186,$330.21,$9.92,bet
525,2/25/2025,Cup - Translucent 7 Oz Clear,178,$361.18,$48.98,Sona
526,2/12/2025,Beef - Tenderloin - Aa,197,$589.87,$12.47,bet
527,2/5/2025,"Shrimp - Baby, Cold Water",151,$442.42,$34.99,arnold
528,2/20/2025,Sprouts - Onion,57,$164.57,$17.00,arnold
529,2/27/2025,French Pastries,108,$450.35,$35.85,Sona
530,2/14/2025,Steamers White,137,$570.55,$16.80,Sona
531,2/4/2025,"Halibut - Whole, Fresh",59,$397.33,$37.14,Sona
532,2/5/2025,Beer - True North Lager,158,$177.72,$17.15,Sona
533,2/20/2025,"Cheese - Cheddar, Mild",84,$196.17,$41.18,arnold
534,2/17/2025,Sultanas,104,$437.04,$21.53,arnold
535,2/23/2025,Pork - Side Ribs,49,$55.65,$22.00,Sona
536,2/20/2025,"Pork - Loin, Boneless",142,$547.48,$35.41,Sona
537,2/18/2025,Nantucket Apple Juice,89,$147.86,$26.23,Sona
538,2/19/2025,Wine - Domaine Boyar Royal,187,$562.13,$16.39,Sona
539,2/22/2025,Lettuce - Boston Bib,143,$494.71,$9.38,Sona
540,2/24/2025,Flour Pastry Super Fine,196,$561.17,$14.76,arnold
541,2/4/2025,Ginsing - Fresh,103,$137.03,$41.38,arnold
542,2/23/2025,Beer - True North Lager,59,$204.08,$7.64,arnold
543,2/25/2025,Flour - Chickpea,161,$248.46,$45.45,bet
544,2/25/2025,"Quail - Whole, Bone - In",53,$463.73,$14.05,Sona
545,2/12/2025,Beef Dry Aged Tenderloin Aaa,171,$520.31,$21.72,arnold
546,2/21/2025,Wine - Sicilia Igt Nero Avola,77,$525.68,$19.89,bet
547,2/5/2025,Sugar - Icing,155,$73.20,$18.23,bet
548,2/4/2025,"Veal - Brisket, Provimi, Bone - In",163,$55.33,$40.59,Sona
549,2/6/2025,Tomatoes Tear Drop,142,$218.60,$0.09,bet
550,2/23/2025,Cherries - Fresh,113,$50.12,$30.72,bet
551,2/26/2025,French Pastry - Mini Chocolate,153,$149.31,$2.72,Sona
552,2/24/2025,Bar Nature Valley,6,$287.70,$27.88,arnold
553,2/9/2025,Dill Weed - Fresh,144,$365.29,$3.01,Sona
554,2/24/2025,"Lamb - Leg, Bone In",69,$138.01,$8.88,arnold
555,2/9/2025,Snails - Large Canned,180,$564.21,$37.97,arnold
556,2/16/2025,"Tortillas - Flour, 10",102,$87.28,$46.43,bet
557,2/20/2025,Barley - Pearl,96,$443.53,$3.01,Sona
558,2/19/2025,"Roe - Lump Fish, Black",67,$329.67,$26.54,arnold
559,2/19/2025,Soup - Campbells Beef Strogonoff,97,$222.29,$47.09,Sona
560,2/5/2025,Lettuce - Arugula,12,$376.20,$40.46,bet
561,2/21/2025,Alize Sunset,26,$250.60,$20.62,Sona
562,2/14/2025,Cake - Lemon Chiffon,1,$418.01,$13.87,Sona
563,2/13/2025,"Crush - Orange, 355ml",151,$57.22,$26.50,bet
564,2/17/2025,"Fish - Scallops, Cold Smoked",116,$79.53,$27.65,Sona
565,2/6/2025,Tomatoes - Hot House,168,$564.59,$4.22,arnold
566,2/26/2025,Pepper - Yellow Bell,16,$109.58,$43.03,arnold
567,2/8/2025,Bay Leaf Ground,141,$425.76,$7.95,arnold
568,2/21/2025,"Lamb - Loin, Trimmed, Boneless",10,$578.74,$14.34,bet
569,2/21/2025,"Lemonade - Strawberry, 591 Ml",126,$338.95,$21.00,bet
570,2/9/2025,Soup - Campbells Bean Medley,184,$137.78,$13.97,Sona
571,2/18/2025,Lettuce - Red Leaf,145,$340.36,$6.62,bet
572,2/4/2025,"Soup - Knorr, Veg / Beef",121,$303.30,$35.08,arnold
573,2/12/2025,"Capon - Breast, Double, Wing On",151,$116.05,$16.93,Sona
574,2/26/2025,Pepper - Red Thai,37,$572.51,$5.00,Sona
575,2/14/2025,Beer - Heinekin,1,$514.04,$4.43,bet
576,2/17/2025,General Purpose Trigger,44,$586.54,$5.79,bet
577,2/7/2025,Tea - English Breakfast,119,$406.78,$19.97,bet
578,2/15/2025,Bread - Italian Roll With Herbs,16,$553.03,$7.03,arnold
579,2/21/2025,"Potatoes - Purple, Organic",168,$288.89,$37.65,arnold
580,2/16/2025,Cookie Trail Mix,79,$342.09,$40.99,Sona
581,2/15/2025,Pate - Peppercorn,105,$336.69,$5.28,Sona
582,2/20/2025,Absolut Citron,181,$459.60,$35.58,bet
583,2/21/2025,"Wine - Red, Cooking",107,$85.78,$42.51,arnold
584,2/20/2025,Raisin - Dark,94,$208.76,$13.09,arnold
585,2/5/2025,Squid - Breaded,188,$475.81,$8.01,arnold
586,2/25/2025,"Nut - Almond, Blanched, Ground",182,$329.34,$44.59,arnold
587,2/24/2025,Truffle - Peelings,167,$112.35,$43.51,arnold
588,2/14/2025,Wiberg Cure,139,$69.15,$41.12,bet
589,2/16/2025,Ice Cream - Super Sandwich,135,$512.94,$5.40,Sona
590,2/13/2025,"Turkey - Breast, Smoked",37,$531.76,$42.97,arnold
591,2/10/2025,Edible Flower - Mixed,165,$407.93,$16.18,arnold
592,2/13/2025,Mustard - Dijon,67,$120.27,$30.10,Sona
593,2/18/2025,Bread - Frozen Basket Variety,79,$307.58,$27.81,Sona
594,2/15/2025,"Ecolab - Orange Frc, Cleaner",152,$95.81,$37.00,arnold
595,2/5/2025,Mustard - Dijon,165,$171.27,$2.65,arnold
596,2/22/2025,Wiberg Cure,138,$362.37,$2.98,Sona
597,2/24/2025,"Fish - Halibut, Cold Smoked",154,$370.85,$12.01,bet
598,2/5/2025,Nantuket Peach Orange,97,$503.68,$9.42,Sona
599,2/17/2025,Onions - Green,180,$537.98,$0.49,arnold
600,2/9/2025,Sobe - Lizard Fuel,142,$396.93,$38.09,arnold
601,2/9/2025,Sage - Fresh,123,$189.31,$34.50,arnold
602,2/19/2025,Bread - Triangle White,13,$135.74,$33.65,arnold
603,2/10/2025,Pork Loin Cutlets,55,$128.58,$36.09,bet
604,2/9/2025,"Sauce - Apple, Unsweetened",173,$256.39,$31.84,bet
605,2/6/2025,"Stock - Beef, White",64,$299.87,$27.18,bet
606,2/23/2025,"Cheese - Romano, Grated",8,$419.78,$2.37,bet
607,2/20/2025,Beef - Flank Steak,130,$314.26,$15.04,bet
608,2/4/2025,"Squash - Pattypan, Yellow",7,$565.79,$9.97,Sona
609,2/20/2025,Buffalo - Tenderloin,174,$101.46,$34.44,Sona
610,2/13/2025,Table Cloth 72x144 White,185,$291.20,$9.19,arnold
611,2/15/2025,Wine - Ice Wine,54,$329.30,$22.55,Sona
612,2/15/2025,Bread - Olive Dinner Roll,121,$151.40,$40.80,arnold
613,2/20/2025,Soup - Campbells,71,$586.00,$4.17,bet
614,2/12/2025,Cheese - Grana Padano,174,$110.76,$43.09,Sona
615,2/21/2025,Cocoa Butter,13,$572.43,$25.22,bet
616,2/6/2025,Longos - Greek Salad,74,$300.55,$24.96,bet
617,2/22/2025,Potatoes - Peeled,72,$339.47,$7.47,bet
618,2/20/2025,Chivas Regal - 12 Year Old,139,$387.53,$21.98,arnold
619,2/10/2025,"Nut - Walnut, Pieces",30,$418.51,$2.91,bet
620,2/13/2025,Oranges,137,$328.74,$17.19,bet
621,2/13/2025,Chicken Breast Wing On,25,$347.00,$10.14,Sona
622,2/20/2025,Sausage - Blood Pudding,1,$377.71,$4.19,Sona
623,2/14/2025,Wine - Fume Blanc Fetzer,94,$545.67,$24.66,arnold
624,2/11/2025,Wine - Gewurztraminer Pierre,20,$256.94,$8.23,arnold
625,2/19/2025,Marjoram - Fresh,62,$484.30,$21.00,arnold
626,2/23/2025,Pur Value,96,$184.52,$30.30,bet
627,2/13/2025,Wine - Acient Coast Caberne,44,$315.65,$48.83,Sona
628,2/15/2025,Shortbread - Cookie Crumbs,157,$484.65,$12.27,arnold
629,2/15/2025,Sugar - Icing,26,$402.68,$28.12,bet
630,2/4/2025,Nantuket Peach Orange,129,$595.83,$3.21,arnold
631,2/9/2025,Miso Paste White,3,$556.18,$46.44,arnold
632,2/10/2025,"Sugar - Brown, Individual",182,$417.21,$1.76,arnold
633,2/7/2025,Coriander - Seed,160,$158.84,$27.42,arnold
634,2/18/2025,"Jam - Strawberry, 20 Ml Jar",159,$477.10,$20.99,Sona
635,2/22/2025,Pepper - Yellow Bell,32,$93.22,$3.70,bet
636,2/9/2025,Soho Lychee Liqueur,158,$255.13,$37.88,arnold
637,2/11/2025,"Zucchini - Mini, Green",113,$178.26,$6.61,Sona
638,2/14/2025,"Lamb - Loin, Trimmed, Boneless",82,$485.94,$23.79,arnold
639,2/13/2025,"Beef - Tenderlion, Center Cut",5,$576.08,$30.87,bet
640,2/12/2025,Bagel - Everything,117,$337.27,$17.54,Sona
641,2/26/2025,Muffin Orange Individual,144,$233.94,$27.58,bet
642,2/20/2025,Rambutan,63,$397.59,$22.06,Sona
643,2/27/2025,Table Cloth 91x91 Colour,105,$131.93,$41.68,bet
644,2/13/2025,Grapefruit - Pink,143,$565.32,$7.38,Sona
645,2/10/2025,"Extract - Vanilla,artificial",21,$174.85,$31.32,Sona
646,2/19/2025,"Veal - Insides, Grains",54,$539.03,$41.57,arnold
647,2/6/2025,Cheese - La Sauvagine,30,$180.62,$31.23,bet
648,2/20/2025,Celery Root,37,$569.90,$25.31,Sona
649,2/26/2025,Aspic - Amber,94,$114.42,$26.57,bet
650,2/24/2025,Apricots - Halves,163,$245.12,$11.32,Sona
651,2/12/2025,Sausage - Breakfast,147,$252.68,$29.31,arnold
652,2/24/2025,"Pork - Loin, Center Cut",158,$405.12,$10.94,Sona
653,2/14/2025,Brandy Apricot,11,$87.74,$27.34,arnold
654,2/11/2025,Chocolate - Mi - Amere Semi,9,$508.75,$19.70,arnold
655,2/25/2025,Pork - Bacon Cooked Slcd,185,$109.28,$14.02,Sona
656,2/26/2025,Veal - Eye Of Round,61,$168.41,$15.53,Sona
657,2/9/2025,Pork - Back Ribs,56,$372.39,$13.69,Sona
658,2/12/2025,Chutney Sauce - Mango,115,$142.77,$43.75,bet
659,2/12/2025,Compound - Raspberry,85,$235.21,$23.98,Sona
660,2/19/2025,Cod - Black Whole Fillet,198,$416.58,$43.27,Sona
661,2/25/2025,Island Oasis - Raspberry,46,$79.44,$4.70,Sona
662,2/12/2025,Soup - Campbells Asian Noodle,69,$422.66,$43.46,arnold
663,2/22/2025,Ham - Black Forest,122,$142.35,$26.54,arnold
664,2/15/2025,Chips - Miss Vickies,20,$517.40,$4.24,arnold
665,2/13/2025,Cheese - Shred Cheddar / Mozza,181,$82.42,$40.97,arnold
666,2/26/2025,Pasta - Ravioli,71,$366.89,$34.24,bet
667,2/8/2025,Tahini Paste,61,$131.76,$4.99,Sona
668,2/24/2025,Fireball Whisky,188,$110.68,$40.58,Sona
669,2/9/2025,Nantucket - Kiwi Berry Cktl.,38,$419.93,$36.94,Sona
670,2/23/2025,"Cod - Salted, Boneless",82,$152.11,$7.15,bet
671,2/13/2025,Table Cloth 91x91 Colour,179,$255.11,$44.00,arnold
672,2/19/2025,Pear - Prickly,94,$375.05,$9.78,arnold
673,2/12/2025,Dasheen,32,$207.96,$4.95,arnold
674,2/24/2025,"Fish - Base, Bouillion",13,$542.66,$19.82,Sona
675,2/12/2025,Flour - Fast / Rapid,147,$52.18,$19.79,arnold
676,2/25/2025,Cheese - Roquefort Pappillon,81,$144.95,$29.87,bet
677,2/15/2025,Sprouts - Onion,65,$291.20,$22.58,Sona
678,2/5/2025,"Beans - Black Bean, Canned",131,$433.78,$2.27,bet
679,2/16/2025,Tea - Decaf 1 Cup,141,$151.37,$15.39,arnold
680,2/5/2025,Tomato Paste,186,$101.86,$12.57,Sona
681,2/12/2025,Bandage - Fexible 1x3,155,$87.99,$14.04,bet
682,2/23/2025,Buttons,133,$442.62,$45.58,Sona
683,2/7/2025,Pepper - Jalapeno,31,$291.83,$13.86,Sona
684,2/5/2025,Nantucket - Kiwi Berry Cktl.,194,$485.98,$4.04,Sona
685,2/27/2025,"Bread - Dark Rye, Loaf",97,$199.66,$46.68,arnold
686,2/17/2025,"Iced Tea - Lemon, 340ml",178,$265.89,$37.99,Sona
687,2/4/2025,Beans - Fava Fresh,196,$201.54,$19.68,Sona
688,2/20/2025,Paper Towel Touchless,49,$195.30,$42.11,bet
689,2/8/2025,Wine - Rosso Toscano Igt,58,$356.79,$25.31,arnold
690,2/7/2025,Oneshot Automatic Soap System,60,$535.00,$26.57,bet
691,2/4/2025,Pastry - Butterscotch Baked,10,$250.11,$15.94,bet
692,2/11/2025,Arctic Char - Fillets,138,$473.19,$4.97,Sona
693,2/23/2025,Cranberry Foccacia,175,$264.80,$21.10,Sona
694,2/21/2025,Smoked Paprika,169,$449.53,$7.00,arnold
695,2/22/2025,Orange - Tangerine,135,$225.53,$32.20,Sona
696,2/8/2025,Compound - Passion Fruit,168,$57.92,$34.99,Sona
697,2/5/2025,Coffee - Flavoured,129,$162.15,$33.13,Sona
698,2/18/2025,Mushroom - Chanterelle Frozen,41,$161.90,$20.32,arnold
699,2/10/2025,Cookies - Fortune,84,$567.73,$21.48,bet
700,2/7/2025,Assorted Desserts,108,$321.22,$39.28,arnold
701,2/12/2025,Compound - Mocha,156,$199.17,$26.70,Sona
702,2/23/2025,Carbonated Water - Blackberry,175,$243.84,$9.92,arnold
703,2/26/2025,Pheasants - Whole,191,$314.06,$2.31,arnold
704,2/9/2025,Lid - 0090 Clear,94,$102.41,$41.78,bet
705,2/14/2025,Beef - Shank,30,$545.97,$35.89,bet
706,2/22/2025,Beef - Texas Style Burger,82,$360.87,$3.73,arnold
707,2/8/2025,Bread Ww Cluster,144,$119.38,$42.54,Sona
708,2/5/2025,Lobster - Tail 6 Oz,65,$179.65,$6.60,arnold
709,2/9/2025,Chocolate - Milk,91,$199.24,$37.58,Sona
710,2/23/2025,Apples - Spartan,190,$410.69,$25.24,bet
711,2/20/2025,Pie Pecan,82,$575.60,$36.78,bet
712,2/18/2025,Coconut Milk - Unsweetened,106,$374.97,$33.72,Sona
713,2/16/2025,Rice - Long Grain,145,$380.05,$13.40,bet
714,2/10/2025,"Juice - Clam, 46 Oz",86,$486.20,$32.44,bet
715,2/13/2025,Hagen Daza - Dk Choocolate,13,$100.34,$6.26,Sona
716,2/27/2025,Lettuce - Romaine,162,$247.16,$38.07,Sona
717,2/24/2025,Hinge W Undercut,100,$200.95,$17.54,Sona
718,2/21/2025,Wine - Malbec Trapiche Reserve,136,$301.49,$3.55,Sona
719,2/9/2025,Ginger - Ground,29,$107.05,$9.48,bet
720,2/24/2025,Isomalt,98,$357.30,$38.92,Sona
721,2/10/2025,Tarragon - Fresh,41,$469.87,$39.84,bet
722,2/25/2025,Beans - Yellow,28,$432.84,$37.75,Sona
723,2/12/2025,"Chicken - Wings, Tip Off",67,$64.16,$20.87,Sona
724,2/5/2025,Bar Mix - Lime,199,$204.88,$35.36,arnold
725,2/13/2025,Mints - Striped Red,176,$530.93,$28.21,Sona
726,2/24/2025,"Pepsi, 355 Ml",40,$448.07,$6.46,arnold
727,2/8/2025,"Cake Circle, Paprus",42,$521.95,$16.76,arnold
728,2/27/2025,Wine - Kwv Chenin Blanc South,180,$217.78,$9.11,bet
729,2/26/2025,"Juice - Grapefruit, 341 Ml",100,$159.51,$30.51,bet
730,2/16/2025,Spice - Greek 1 Step,185,$144.23,$33.45,Sona
731,2/4/2025,"Jam - Raspberry,jar",42,$232.74,$25.39,Sona
732,2/5/2025,Nori Sea Weed - Gold Label,147,$276.69,$26.83,Sona
733,2/16/2025,Instant Coffee,66,$141.38,$7.46,Sona
734,2/4/2025,Carbonated Water - Orange,89,$271.58,$2.40,arnold
735,2/24/2025,Quail - Jumbo,30,$285.18,$12.60,Sona
736,2/12/2025,Bread - Hot Dog Buns,183,$549.47,$39.62,bet
737,2/7/2025,"Sauce - Apple, Unsweetened",31,$551.61,$13.92,arnold
738,2/20/2025,Bread - Crusty Italian Poly,72,$370.54,$6.21,bet
739,2/26/2025,"Water - Spring Water, 355 Ml",116,$210.70,$5.80,arnold
740,2/20/2025,Onions - Cippolini,94,$460.16,$20.10,arnold
741,2/14/2025,Tea - English Breakfast,149,$533.50,$44.01,Sona
742,2/8/2025,Beans - Fava Fresh,54,$594.85,$2.80,arnold
743,2/10/2025,Cakes Assorted,156,$82.99,$22.01,Sona
744,2/6/2025,"Napkin - Beverge, White 2 - Ply",34,$581.41,$28.79,bet
745,2/19/2025,Chicken - Base,72,$424.22,$16.09,Sona
746,2/20/2025,Kohlrabi,149,$99.50,$20.42,Sona
